assuntokey;CNAEPrincipalkey;datakey;radicalcnpjkey;codigoproblemakey;tipoatendimentokey;PorcentagemReclamacoesPorProblema;PorcentagemReclamacoesPorAssunto;PorcentagemReclamacoesPorCNPJ
101;683;18507;21846;2399;2;12;0;118
157;575;11882;24322;2444;2;20;1;204
197;798;19490;6691;3853;6;19;1;34
136;47;1741;4172;2143;6;123;7;239
155;252;3102;1163;4476;2;144;4;37
207;387;19185;28511;3862;2;20;1;148
100;152;6337;31696;1486;1;23;1;500
91;624;14237;7098;1477;6;10;0;49
62;595;11297;28192;525;6;4;0;249
52;595;8286;1;4572;2;55;0;0
157;575;1493;24566;2553;6;170;10;1645
155;252;4110;1163;4043;1;98;3;28
53;601;5167;32141;603;2;11;1;622
157;571;10515;14450;2465;3;23;1;137
75;422;6961;18675;4594;6;65;1;268
53;637;7106;25494;516;2;7;0;358
157;575;15888;26838;2553;2;16;0;168
148;587;16162;7748;2447;2;15;0;47
238;631;18228;17954;2700;1;14;1;98
100;626;1697;31966;1364;6;80;5;1883
155;252;12498;1163;4476;2;35;1;9
153;255;7656;34737;4443;1;58;1;453
62;723;4387;26139;525;2;11;1;595
226;575;10609;26838;3309;3;31;2;252
93;445;8101;29386;1479;6;18;1;362
101;445;19114;21309;1609;2;8;0;111
93;156;6958;16682;1357;2;19;1;239
157;571;6948;14450;2485;2;35;2;207
52;595;13538;27700;515;1;3;0;204
95;445;19479;21309;1986;2;10;0;109
53;637;10214;15957;603;3;5;0;156
140;156;15065;2282;1526;6;10;0;15
93;377;15110;25011;1479;1;9;0;165
100;422;19584;25721;1826;2;9;0;131
155;252;16331;1163;2551;2;15;0;7
53;595;5751;7093;4573;3;79;0;123
157;575;8619;24649;4467;3;51;1;285
53;595;11334;18709;4573;2;40;0;165
228;705;12574;30063;3882;6;30;1;239
153;255;7306;34737;2549;3;34;2;475
124;445;2689;16924;1510;6;56;4;629
157;575;13707;24649;2574;3;18;1;179
62;634;7262;29598;525;3;7;0;407
100;387;2428;34343;1486;6;61;4;1414
53;595;12550;7093;516;2;4;0;56
157;575;5118;24649;4478;2;87;3;481
155;252;3703;1163;4043;1;109;4;31
155;252;4143;1163;4043;1;97;3;28
228;705;9455;1039;4824;1;51;2;10
100;814;13059;32813;1486;6;11;0;251
133;373;9405;27284;1641;1;17;1;290
52;595;12897;28042;4572;2;35;0;217
52;595;17315;33382;1091;2;6;0;192
93;455;19975;28434;1601;2;8;0;142
236;631;8895;17954;2770;3;31;2;201
157;575;15677;24649;2553;2;16;1;157
73;595;7909;28024;4593;3;58;0;354
75;742;18073;26057;980;6;5;0;144
201;516;19376;9622;2545;2;13;1;49
156;575;20;24322;2552;3;12760;780;121610
75;252;10563;1163;511;6;4;0;11
153;255;4224;34737;2492;2;58;3;822
93;445;18512;21309;1601;2;8;0;115
52;595;3429;28192;4632;3;135;1;822
54;611;7986;15715;4574;3;57;0;196
52;595;14161;33382;488;6;3;0;235
54;637;16658;24641;517;6;3;0;147
156;571;2183;21265;2443;3;111;7;974
157;575;1020;24566;2553;6;250;15;2408
157;575;1724;24566;2553;6;148;9;1424
73;616;9433;32811;620;1;6;0;347
148;516;13983;33939;4481;1;32;1;242
153;252;3004;1163;4042;1;134;5;38
153;255;10961;34737;2549;2;23;1;316
157;575;681;23;2553;6;374;23;3
95;156;16253;16682;1359;2;8;0;102
52;607;2948;28054;557;6;18;1;951
100;422;15705;25721;1486;2;9;0;163
62;595;10171;22081;4640;2;45;0;217
92;445;19159;21309;2100;2;10;0;111
139;153;14270;27788;1525;2;10;0;194
53;595;11227;7093;4531;2;40;0;63
53;595;891;27700;516;6;57;5;3108
157;575;424;24322;2553;3;602;37;5736
54;472;5099;21501;559;6;10;1;421
124;420;6577;21280;1510;6;22;1;323
52;595;4983;28192;488;3;9;1;565
53;595;5731;7093;516;3;9;0;123
52;595;7608;28042;4632;2;60;0;368
111;419;17188;25272;1619;2;9;0;147
155;252;1597;33491;2551;6;159;9;2097
95;489;12889;31018;1481;6;11;0;240
75;595;10545;28192;511;2;4;0;267
240;595;370;33382;1656;6;447;64;9022
53;595;13074;18709;4573;2;34;0;143
157;575;1702;24566;2553;6;150;9;1443
231;573;6682;25364;3680;6;55;3;379
144;626;13099;21308;2150;6;16;1;162
52;595;11459;22081;488;2;4;0;192
53;730;7433;26164;516;3;6;0;351
153;255;10950;34737;2549;2;23;1;317
61;723;12361;27826;1096;6;8;0;225
53;611;7969;15715;489;3;6;0;197
95;170;17767;25011;1481;6;8;0;140
148;705;13988;23221;4481;1;32;1;166
156;571;14898;30743;2454;2;16;1;206
73;658;972;28460;4593;3;472;7;2927
153;255;17968;7187;2440;2;13;0;39
62;595;518;28192;4582;3;884;11;5442
52;595;13698;7093;488;3;3;0;51
138;329;14433;14903;1524;6;10;0;103
53;595;9640;27739;603;2;6;0;287
52;596;534;23378;4572;6;856;9;4377
53;595;4576;7093;603;3;13;1;155
157;575;1064;24566;2553;6;239;14;2308
157;575;13864;24322;4504;2;32;1;175
157;575;435;24322;2553;3;586;36;5591
157;575;11947;26838;2553;2;21;1;224
148;705;14043;23221;4481;6;31;1;165
228;496;3034;15799;3610;6;118;7;520
157;575;7506;24649;4447;3;59;2;328
153;255;1989;33551;4443;1;223;7;1686
52;595;15669;33382;515;2;3;0;213
52;595;16946;33382;515;2;3;0;196
156;575;18542;24322;2552;2;13;0;131
93;626;18659;22914;1479;2;7;0;122
9;544;2303;33841;73;8;3;0;1469
156;571;7388;30743;4446;2;60;2;416
54;601;16156;32141;583;2;3;0;198
62;595;18137;22081;525;2;2;0;121
203;705;17266;23221;3963;2;22;1;134
96;156;18505;28159;2104;2;11;0;152
53;595;5985;7093;603;3;10;0;118
228;516;15827;33939;3536;1;22;1;214
68;445;6743;6400;4588;2;68;1;94
53;595;9763;28192;489;2;5;0;288
156;571;12168;30743;2552;2;20;1;252
53;595;4044;7093;4573;3;113;1;175
195;590;16364;25128;3851;6;23;1;153
94;446;2516;33300;1480;6;58;3;1323
139;420;5833;21280;1864;6;31;2;364
148;683;17434;7875;2577;2;14;0;45
73;658;1005;28460;4593;3;457;7;2831
53;607;8525;34260;4065;3;47;0;401
52;596;2314;23378;1091;6;47;2;1010
75;723;8171;741;4594;3;56;0;9
53;637;8835;25494;603;3;6;0;288
75;595;7016;27700;4594;2;65;1;394
157;575;12165;24649;2553;2;20;1;202
54;637;17351;24641;517;1;2;0;142
94;282;16209;33248;1480;6;9;0;205
52;595;8668;22081;515;2;5;0;254
75;637;6942;15957;4594;6;66;1;229
52;730;6254;8049;4572;6;73;0;128
231;571;1014;14450;3234;6;318;22;1425
100;156;12154;16682;1486;2;12;0;137
148;614;14036;28333;2651;4;18;1;201
155;252;3769;1163;4043;1;107;4;30
157;575;17438;24322;2553;2;14;0;139
155;252;18068;1163;4465;3;24;0;6
235;445;10401;6400;3390;2;32;2;61
54;595;4937;28042;4574;3;92;1;567
95;445;19145;21309;1603;2;8;0;111
52;596;15502;23378;515;1;3;0;150
54;637;18430;25494;517;6;2;0;138
53;637;15516;25494;543;1;3;0;164
155;252;6517;1163;2657;2;40;2;17
78;626;4193;28199;541;6;12;1;672
155;252;3780;1163;4043;1;106;4;30
122;445;15268;24390;1508;1;9;0;159
157;575;6882;26838;2444;2;35;2;389
53;587;2810;7748;516;6;18;1;275
228;516;2886;33939;3536;6;122;7;1175
236;631;6520;33394;4352;6;66;3;512
107;99;18176;34375;1615;2;8;0;189
63;808;9512;14381;526;3;5;0;151
75;596;13231;23378;538;6;4;0;176
156;575;737;24566;2552;3;346;21;3333
156;575;163;24322;2552;3;1565;95;14921
52;595;6643;22081;515;2;7;0;332
75;595;11913;1;538;2;4;0;0
95;422;227;25721;1481;6;652;41;11330
155;252;3791;1163;4043;1;106;4;30
234;644;9052;32666;3616;3;39;2;360
62;607;8557;4288;498;2;5;0;50
53;637;15838;15957;489;2;3;0;100
193;741;11990;17288;3646;6;30;1;144
52;607;14512;28054;4632;6;31;0;193
93;624;7247;23964;1479;6;20;1;330
93;445;17227;21309;1819;2;10;0;123
124;717;12390;30721;1510;2;12;1;247
155;252;17465;1163;2572;2;14;0;6
157;575;13249;24322;2553;6;19;1;183
148;516;13928;33939;4481;1;32;1;243
100;153;18448;27788;1486;3;8;0;150
53;601;19747;32141;558;2;2;0;162
52;596;8950;23378;4105;3;45;0;261
153;255;814;33551;2549;6;313;18;4121
124;445;3129;24390;1510;6;48;3;779
52;595;5298;28042;515;3;9;0;529
228;543;2375;5119;3351;3;141;9;215
52;595;15642;27739;515;2;3;0;177
53;595;16962;24611;516;2;3;0;145
155;252;3813;1163;4043;1;106;4;30
156;575;5841;26838;2532;3;43;2;459
95;717;5549;30721;1481;2;26;1;553
52;595;6416;29834;515;1;8;0;464
156;571;12708;21265;2552;2;20;1;167
3;433;18813;25639;69;8;0;0;136
93;445;14608;1033;1601;6;10;0;7
93;170;16682;30719;1479;1;8;0;184
157;575;976;24566;2553;6;261;16;2517
131;306;2799;22531;1639;6;58;4;804
53;422;342;25721;516;6;150;15;7520
155;252;3824;1163;4043;1;105;4;30
52;596;4377;23378;515;2;11;1;534
95;156;71;16682;1359;6;1914;133;23495
95;422;13650;25721;1359;3;9;0;188
52;595;4863;27739;889;3;18;1;570
155;252;3802;1163;4043;1;106;4;30
234;624;5911;7098;3847;6;65;3;120
62;575;1817;24566;4582;3;252;3;1352
95;422;13639;25721;1359;3;9;0;188
240;624;18047;7098;2434;3;13;1;39
56;621;10663;27723;1134;2;10;0;259
53;637;9307;25494;516;2;5;0;273
123;446;7331;30380;2068;3;28;1;414
75;808;5776;4485;4594;6;79;1;77
93;170;15813;30719;1479;2;9;0;194
62;595;1170;1;4582;6;391;5;0
157;575;1625;24566;2553;6;157;9;1511
54;601;18742;32141;559;2;2;0;171
53;601;5562;32141;516;2;9;0;577
157;575;7090;26838;4447;2;62;2;378
54;637;15591;24641;4833;2;30;0;158
62;607;8371;4288;611;3;7;0;51
124;172;6448;5849;1510;6;23;1;90
240;172;15325;28727;1534;6;10;1;187
157;575;4788;24649;4478;2;93;3;514
52;595;8464;33382;557;2;6;0;394
157;575;9319;24322;2553;2;27;1;260
156;571;17860;21265;2552;3;14;0;119
156;575;2298;24322;2552;6;111;6;1058
125;453;536;1247;1511;6;281;23;232
52;596;5483;23378;4105;2;74;0;426
123;445;17419;21309;1631;2;9;0;122
236;631;8415;1752;4410;3;52;2;20
231;571;7096;14450;4792;2;67;3;203
131;717;17147;30279;1639;2;9;0;176
52;595;8744;22081;4632;2;52;0;252
52;595;16829;28042;515;2;3;0;166
53;637;8604;25494;603;2;7;0;296
157;575;10944;24649;2638;2;24;1;225
56;196;9693;27695;519;3;5;0;285
53;595;10413;28024;516;2;4;0;269
193;811;7618;32767;3578;3;46;2;430
53;595;11756;28024;516;2;4;0;238
53;595;8157;28192;603;3;7;0;345
155;252;17784;1163;2561;3;14;0;6
228;705;18097;10737;3882;6;21;1;59
131;472;6408;21501;2138;6;33;2;335
78;626;11562;31966;4597;6;39;0;276
153;255;7173;34737;2451;3;34;2;484
93;445;9600;21309;1542;1;16;0;221
52;595;6595;27700;4572;2;69;0;420
130;196;12248;27695;1516;6;12;1;226
96;445;17116;21309;1604;2;9;0;124
148;587;19883;7748;2436;2;12;0;38
75;607;7077;28054;4594;3;64;1;396
155;252;8278;1163;2551;6;30;1;14
155;252;3201;1163;4476;2;139;4;36
64;626;6752;22196;4584;2;67;0;328
99;212;7817;23685;1485;3;18;1;302
53;595;5443;7093;4573;3;84;0;130
155;255;11115;34737;2551;1;22;1;312
92;624;5526;23964;1356;2;24;1;433
133;489;10422;31018;1641;2;15;1;297
156;575;2331;24322;2552;3;109;6;1043
52;634;17301;29598;515;1;2;0;171
62;607;13567;28054;525;6;3;0;206
52;595;10753;28042;515;2;4;0;260
193;742;9996;27462;3890;6;38;1;274
153;255;5017;34737;2549;2;50;3;692
93;170;13489;18102;1479;6;10;0;134
95;422;17053;25721;1481;2;8;0;150
54;472;6046;33028;517;6;8;0;546
155;252;4535;1163;2551;2;56;3;25
155;252;16606;1163;2551;2;15;0;7
217;730;643;23795;3600;6;559;33;3700
155;252;3212;1163;4476;2;139;4;36
95;156;1118;16682;1481;6;132;8;1492
54;473;2893;25061;517;3;17;1;866
101;624;4568;23964;1487;6;32;2;524
193;741;15842;14333;3646;6;23;1;90
53;595;10394;7093;603;2;5;0;68
52;516;16563;26757;515;2;3;0;161
157;575;10681;26838;2553;2;23;1;251
68;624;17203;7098;531;2;3;0;41
93;683;12744;21846;2040;6;16;0;171
100;723;6281;741;1608;6;25;1;11
53;489;17496;31018;558;2;3;0;177
56;196;8074;27695;519;3;6;0;343
148;614;14068;28333;2545;4;18;1;201
100;575;17289;24322;2293;2;13;0;140
226;575;10434;24649;3608;2;34;2;236
139;156;11737;16682;1525;2;12;1;142
179;587;2548;2310;2840;6;111;7;90
153;255;13057;34737;4474;2;34;1;266
52;596;2957;23378;515;2;17;1;790
155;252;8265;1163;4476;3;54;1;14
157;575;11077;26838;2522;1;22;1;242
153;255;10048;34737;2549;6;25;1;345
93;445;15198;21309;1479;2;9;0;140
155;252;3269;1163;2551;2;78;4;35
73;658;18354;28460;885;2;4;0;155
193;743;19202;24900;3578;2;18;1;129
236;631;13068;17954;4410;2;33;1;137
75;742;3633;4600;538;6;14;2;126
52;596;5686;23378;4572;2;80;0;411
80;596;7194;23378;4873;2;67;1;324
155;252;16098;1163;2463;2;15;0;7
100;389;8728;5300;4891;3;56;1;60
95;152;10554;24592;1359;2;12;0;233
156;571;10705;21265;2552;2;23;1;198
52;595;5163;1;693;2;13;1;0
52;607;9095;28054;4572;3;50;0;308
100;376;2456;5955;1608;6;65;4;242
62;595;14142;1;699;2;4;0;0
155;252;14491;1163;2483;2;17;1;8
75;626;7217;33858;4594;3;63;1;469
235;422;3351;25721;3645;2;108;7;767
196;590;18636;25128;3581;2;19;1;134
101;388;15060;13136;1487;2;9;0;87
52;595;13725;28042;488;3;3;0;204
234;422;4774;25721;3616;6;75;4;538
139;465;6677;607;1525;6;22;2;9
195;753;821;25512;3241;6;394;23;3107
157;571;17110;13264;4478;2;26;0;77
218;575;4382;24322;3601;2;82;4;555
148;516;14093;33939;4481;1;31;1;240
231;571;2328;14450;3613;6;155;9;620
101;445;17631;24390;1487;6;8;0;138
218;575;14680;24322;3601;2;24;1;165
52;595;12452;28192;515;2;4;0;226
53;607;19893;34260;558;6;2;0;172
52;595;6591;29762;515;2;7;0;451
157;575;14141;24322;2574;2;18;1;171
131;489;17146;31018;1856;2;10;0;180
62;723;14879;741;4072;6;27;0;4
144;626;5475;21308;2028;6;37;2;389
53;595;18087;27739;924;2;5;0;153
53;595;1204;28192;516;6;42;4;2341
157;152;17532;29914;2444;2;13;0;170
53;595;19057;7093;516;2;2;0;37
156;571;12247;14450;2552;2;20;1;117
124;489;11040;31018;1571;2;14;1;280
155;252;17664;1163;2657;3;15;0;6
92;445;15009;4103;4883;2;32;0;27
123;446;18988;7135;2130;2;11;0;37
148;496;3841;15799;4470;6;116;3;411
62;595;10808;28042;525;3;4;0;259
157;571;12563;14450;2553;2;20;1;115
52;728;2173;5357;459;8;21;2;246
155;252;1420;33491;2551;6;179;10;2358
157;575;7654;24322;4478;2;58;2;317
68;626;8761;21465;531;3;6;0;245
157;575;9735;26838;2553;2;26;1;275
53;595;17361;7093;516;2;2;0;40
153;255;1516;33551;4474;6;295;10;2213
100;389;13063;5300;1486;6;11;0;40
155;255;11181;34737;2551;1;22;1;310
155;252;11502;1163;2473;1;21;1;10
231;573;7168;25364;3885;6;54;3;353
157;571;17101;13264;2553;2;14;0;77
75;595;13017;27700;538;2;4;0;212
62;601;15211;379;611;1;4;0;2
52;595;11559;29762;4572;2;39;0;257
53;595;4054;18709;516;2;12;1;461
157;575;17049;24649;2638;2;15;0;144
157;571;727;14450;4447;3;611;21;1987
52;595;3585;33382;4572;6;127;1;931
53;601;4526;32141;4573;2;101;1;710
75;595;8227;27700;4652;2;56;0;336
52;595;9632;27472;4632;2;48;0;285
155;252;14910;1163;2551;2;17;1;7
62;595;15943;28024;498;2;3;0;175
52;595;16990;1;515;2;3;0;0
53;595;15767;18709;1081;2;6;0;118
193;742;1261;32704;3684;6;292;15;2593
65;624;18869;7098;1011;2;5;0;37
193;739;19025;28531;3752;8;19;1;149
92;445;3046;24390;1478;6;48;3;800
125;814;15774;2344;1511;6;9;0;14
218;571;11114;30743;3601;2;32;1;276
231;575;1197;24322;3613;6;301;19;2031
75;255;10466;34737;511;3;4;0;331
240;415;14238;26510;1534;6;10;1;186
54;595;19027;27739;604;3;3;0;145
124;329;4763;14903;1510;6;31;2;312
53;595;2128;24611;489;3;22;2;1156
100;156;375;16682;1486;6;396;26;4448
153;255;16988;34737;2451;2;14;0;204
52;607;1769;6093;488;6;27;2;344
75;595;6964;18709;4594;6;65;1;268
57;641;14743;25259;607;1;4;0;171
54;607;16477;34260;517;6;3;0;207
153;255;18552;34737;2570;3;13;0;187
157;575;15204;24649;2553;2;16;1;162
157;571;18560;13264;2553;2;13;0;71
157;575;6453;26838;2444;2;37;2;415
75;595;6893;33382;4842;2;70;1;484
232;595;13354;33382;3886;3;29;1;249
91;329;6345;14903;1477;6;23;1;234
52;595;5584;28042;515;6;9;0;502
75;456;7249;23787;4594;6;63;1;328
157;575;2119;24322;2553;3;120;7;1147
102;144;4049;12268;1488;6;36;2;302
93;445;7864;24390;1479;6;18;1;310
93;170;12367;27650;1479;2;11;0;223
101;387;16823;1547;4892;2;29;0;9
78;596;9985;23378;541;6;5;0;234
52;595;9722;28192;488;2;5;0;289
157;575;14377;24649;2465;2;17;1;171
52;596;3594;23378;4572;2;127;1;650
157;575;14215;26838;2553;2;17;1;188
155;252;4759;1163;4043;2;84;3;24
100;489;19831;31018;1608;2;8;0;156
100;387;11636;28511;1486;6;12;0;245
53;595;5880;27739;558;3;9;0;471
155;252;16848;1163;2551;2;15;0;6
52;595;8123;1;515;2;6;0;0
157;571;12321;14450;2553;2;20;1;117
75;595;4073;28042;538;3;13;1;688
75;575;11897;24322;538;2;4;0;204
100;419;12315;25639;1486;1;12;0;208
139;588;10618;29836;1647;6;15;1;280
53;595;9394;27739;4507;3;47;0;295
75;460;4307;32888;538;6;12;1;763
165;631;1289;32708;4357;4;338;12;2537
53;595;2904;27700;4633;6;159;1;953
157;571;2779;13264;2553;6;91;5;477
96;445;9620;24966;1482;2;15;0;259
54;637;18540;25494;490;3;2;0;137
100;723;1756;741;1608;6;91;5;42
62;595;12770;24611;4582;2;35;0;192
53;595;5320;18709;558;2;10;0;351
86;446;18374;26805;1594;2;8;0;145
54;637;4552;19828;517;6;11;1;435
201;516;19208;30552;2436;2;12;1;159
155;252;2555;32979;2636;3;103;6;1290
218;641;11907;27082;3601;6;30;1;227
53;601;4858;32141;558;2;11;1;661
75;575;11842;24322;538;2;4;0;205
53;611;7697;15715;4573;2;59;0;204
146;626;18150;22914;2432;3;13;0;126
95;717;3732;30721;1481;2;39;2;823
157;575;19756;24649;2542;6;12;0;124
157;712;3655;27986;4489;6;122;4;765
52;595;2920;28042;515;3;17;1;960
123;797;16232;28414;2130;2;13;0;175
155;252;14184;1163;2551;2;17;1;8
155;252;9046;1163;4476;2;49;1;12
100;389;16575;5300;1486;2;8;0;31
53;595;18957;33382;489;2;2;0;176
234;624;17774;23964;3317;3;18;1;134
156;571;242;14450;2552;3;1054;64;5971
155;252;19422;1163;4476;3;23;0;5
209;626;17170;28310;3214;2;18;1;164
100;387;18934;28511;1364;2;7;0;150
157;575;5747;24649;2496;2;43;2;428
155;252;16837;1163;2551;2;15;0;6
62;799;4210;31694;525;6;12;1;752
62;607;9941;2128;525;2;5;0;21
157;575;15456;24649;2444;2;15;1;159
73;658;1324;28460;4593;3;346;5;2149
53;595;5243;18709;558;2;10;1;356
57;641;9755;25259;493;1;5;0;258
149;575;19699;24322;1;2;0;0;123
73;658;14326;28460;942;6;6;0;198
75;516;3303;21426;1167;6;35;2;648
75;595;7010;28024;4594;2;65;1;399
95;156;9907;28179;4886;6;49;0;284
157;575;13436;24322;2553;2;19;1;181
52;595;4864;1;515;2;10;1;0
100;444;11394;636;1486;1;13;0;5
211;255;13336;34737;3336;3;25;1;260
148;614;14047;28333;2598;4;18;1;201
100;472;15667;25221;1486;2;9;0;160
75;575;10464;26838;538;2;5;0;256
75;595;10242;27700;4652;2;45;0;270
100;444;11405;636;1486;3;13;0;5
128;196;7015;27695;1514;6;21;1;394
140;658;16868;20058;2085;6;12;0;118
62;634;7570;29598;525;3;6;0;390
207;575;18901;24322;3212;2;16;1;128
52;595;4343;28192;4632;2;106;1;649
101;588;14301;29836;1992;6;13;0;208
148;614;14051;28333;4040;4;28;1;201
153;255;16623;34737;4453;2;26;0;208
52;596;9172;23378;515;2;5;0;254
129;299;7769;34782;1515;3;19;1;447
52;595;13680;28042;4632;3;33;0;204
56;300;19000;24279;492;1;2;0;127
100;422;267;25721;1608;3;602;37;9633
101;420;19814;21280;1609;2;8;0;107
140;556;173;12857;2025;1;1170;80;7431
156;571;7424;30743;2573;3;34;2;414
53;595;10754;18709;639;2;5;0;173
75;595;6794;18709;4119;2;60;1;275
75;595;6865;18709;4594;2;66;1;272
52;596;7273;23378;515;2;7;0;321
53;596;8366;23378;603;2;7;0;279
53;595;13846;18709;516;2;3;0;135
62;252;967;33491;4582;6;473;6;3463
66;630;19583;26399;1012;2;5;0;134
155;252;9709;1163;2551;2;26;1;11
228;516;12624;9622;4789;6;37;1;76
157;626;1403;22914;2444;6;174;11;1633
100;389;6034;5300;1486;6;24;1;87
157;575;11758;24649;2553;2;21;1;209
75;723;12409;741;4594;2;37;0;5
139;445;9887;34777;1647;6;16;1;351
52;596;2268;23378;947;3;41;2;1030
100;575;2822;24649;1486;6;52;3;873
131;473;18634;34021;1856;2;9;0;182
52;595;19419;27472;468;2;2;0;141
53;595;13835;18709;516;3;3;0;135
82;596;7315;23378;1249;1;17;1;319
62;607;7193;28054;567;3;7;0;390
128;611;19881;28490;2073;6;10;0;143
61;607;10168;33745;610;3;5;0;331
157;575;11769;24649;2553;2;21;1;209
95;489;18160;31018;2393;2;13;0;170
75;571;10540;14450;538;3;5;0;137
157;575;12418;24649;2522;1;20;1;198
155;252;3839;1163;4476;2;116;4;30
203;705;16870;34102;3858;6;22;1;202
53;595;18317;33382;4551;3;24;0;182
100;614;1564;29680;1486;6;95;6;1897
100;445;17436;24390;1486;2;8;0;139
62;575;448;23;4582;6;1022;13;5
153;255;19564;34737;2451;6;12;0;177
53;596;12381;23378;4573;2;36;0;188
52;595;16561;33382;515;2;3;0;201
153;255;3980;34737;4474;2;112;3;872
54;595;15561;24611;517;2;3;0;158
52;595;12635;28042;515;2;4;0;221
52;595;9408;28042;4572;2;48;0;298
131;489;19655;849;1517;6;7;0;4
157;575;9270;24649;2553;2;27;1;265
52;595;9894;28042;515;2;5;0;283
62;595;3829;28042;567;3;14;1;732
156;575;19453;26838;2552;2;13;0;137
157;575;150;24566;2553;6;1702;104;16377
52;607;5005;28054;4572;6;91;1;560
52;595;6714;28474;515;6;7;0;424
223;321;9333;2305;3307;1;35;2;24
62;595;14643;27762;1119;6;7;0;189
101;422;646;25721;1365;6;211;15;3981
155;252;3940;1163;2551;2;64;3;29
226;575;10416;24322;3608;2;34;2;233
53;637;19732;25494;489;2;2;0;129
124;626;19527;22914;1510;6;7;0;117
52;595;9538;33382;557;1;5;0;349
100;445;6163;24390;1486;6;24;1;395
207;98;17426;931;3590;2;20;1;5
75;621;1097;17537;511;6;46;6;1598
75;389;7067;32646;4594;1;65;1;461
157;575;1198;23;2553;6;213;13;1
140;478;6454;6318;1648;6;25;2;97
155;252;15803;1163;2657;6;16;0;7
157;575;2927;24649;4478;2;152;5;842
156;575;14320;24322;2552;2;17;1;169
52;595;13757;28042;4632;3;33;0;203
193;596;14913;23378;3199;2;21;1;156
156;571;8743;21265;4477;3;51;1;243
52;595;8624;7081;4632;3;53;0;82
155;252;11635;1163;2551;2;21;1;9
53;472;971;1068;516;6;53;5;109
218;580;11906;29934;3601;6;30;1;251
133;422;7338;25721;1641;2;22;1;350
53;595;10378;18709;516;2;4;0;180
117;144;17949;12268;1503;2;8;0;68
95;419;174;3619;1481;6;851;54;2079
231;571;1531;14450;3234;6;211;15;943
128;299;3117;24149;1514;6;48;4;774
157;575;15074;26838;2553;2;16;1;178
75;595;12448;28192;4594;2;36;0;226
144;641;8241;25259;1652;3;20;1;306
218;571;10553;30743;3601;2;34;2;291
56;621;10778;24715;815;2;7;0;229
218;575;948;24322;4780;3;504;22;2565
236;631;11989;17954;4410;2;36;1;149
52;595;12417;22081;515;2;4;0;177
157;575;12683;24649;2553;2;20;1;194
157;575;7227;24322;2574;3;35;2;336
156;571;9715;21265;2637;1;27;1;218
62;595;1687;1;4582;6;271;3;0
100;156;15936;16682;1486;2;9;0;104
240;156;8537;28159;1534;6;17;2;329
155;255;11454;34737;4476;2;39;1;303
100;626;5971;28150;1486;2;24;1;471
53;595;6035;18709;516;2;8;0;310
155;252;14283;1163;2551;2;17;1;8
148;516;14014;30552;2545;4;18;1;218
92;156;5963;25011;1478;2;24;1;419
53;595;13748;24611;516;2;3;0;179
52;595;5571;27700;4572;2;82;0;497
75;596;12393;23378;4594;2;37;0;188
54;575;16627;24322;517;2;3;0;146
95;156;13855;16682;1481;3;10;0;120
52;595;8798;27700;515;2;5;0;314
73;658;1522;28460;4593;3;301;4;1869
62;595;4589;22081;4608;2;100;1;481
157;575;514;23;4489;3;873;30;4
155;252;3465;1163;4476;2;129;4;33
95;422;17376;25721;1821;2;10;0;148
228;516;819;33939;4789;6;584;27;4143
153;255;2553;33551;2549;6;99;5;1314
155;252;8970;1163;2453;3;27;1;12
228;705;19578;1039;3882;3;19;1;5
157;575;14113;24649;2485;2;17;1;174
228;516;12612;21279;4824;6;38;1;168
140;489;317;31018;1754;6;553;44;9784
155;252;3918;1163;2551;2;65;3;29
157;575;1132;23;2553;6;225;13;2
62;595;6091;28474;4582;6;75;1;467
52;595;16136;28042;515;2;3;0;173
155;252;11685;1163;2551;2;21;1;9
157;575;18126;24649;2506;2;13;0;135
157;575;8938;24649;4478;3;50;1;275
53;595;2821;18709;558;6;19;1;663
119;445;15682;21309;1627;2;10;0;135
75;651;16004;3490;538;2;3;0;21
75;723;16528;741;538;2;3;0;4
81;252;15808;1163;1220;1;7;0;7
157;575;5263;26838;4478;3;85;2;509
156;571;12125;21265;2552;2;21;1;175
52;595;16374;1;542;2;3;0;0
54;472;2468;21501;517;6;20;2;871
52;595;17292;33382;960;2;5;0;193
62;595;9028;27472;498;3;5;0;304
62;626;7888;28150;4582;2;58;0;356
53;595;7701;33382;516;2;6;0;433
53;595;11942;24611;489;2;4;0;206
95;152;14738;24592;1481;6;10;0;166
157;575;12454;26838;2553;2;20;1;215
53;595;8407;24611;4573;3;54;0;292
119;209;15004;8113;1505;6;10;0;54
53;595;11692;7093;516;2;4;0;60
52;595;5837;28042;515;3;8;0;480
157;575;592;23;2465;3;416;26;3
156;571;8820;21265;4477;3;50;1;241
193;741;2349;24073;3849;6;163;8;1024
89;471;13082;5226;1538;6;11;0;39
148;516;13978;11279;2545;4;18;1;80
53;595;10866;7093;516;2;4;0;65
53;637;18287;15957;948;6;5;0;87
231;571;7557;14450;3613;3;47;3;191
155;252;7385;1163;2453;3;33;2;15
93;144;14855;29758;1479;6;9;0;200
89;77;9259;14511;1475;6;15;0;156
52;595;18553;885;557;6;3;0;4
193;743;15569;24900;3578;2;22;1;159
52;595;5848;28042;515;6;8;0;479
153;255;8923;34737;4474;3;50;1;389
100;422;5544;25721;1486;6;26;1;463
238;631;17654;21050;2731;6;15;1;119
53;683;14628;26562;1065;6;7;0;181
