assuntokey;CNAEPrincipalkey;datakey;radicalcnpjkey;codigoproblemakey;tipoatendimentokey;PorcentagemReclamacoesPorProblema;PorcentagemReclamacoesPorAssunto;PorcentagemReclamacoesPorCNPJ
52;595;4272;28042;515;3;12;1;656
52;595;10424;28042;515;2;4;0;269
75;595;10479;33916;511;6;4;0;323
143;587;15807;7748;1529;1;9;0;49
218;580;12354;29934;3601;2;29;1;242
153;255;5929;34737;2549;2;42;2;585
53;445;19220;21309;924;2;4;0;110
156;571;7955;14450;2552;3;32;1;181
236;631;13792;17954;2997;1;21;1;130
39;49;18302;27936;170;2;0;0;152
53;595;3875;18709;4573;2;118;1;482
157;571;11799;30743;2444;2;20;1;260
157;575;16415;26838;2553;6;15;0;163
75;595;7099;28192;4594;2;64;1;397
93;445;17523;21309;1601;2;9;0;121
75;571;19069;21265;578;3;3;0;111
153;255;2477;33551;2549;6;102;6;1354
157;575;17391;24649;2553;2;14;0;141
75;595;11645;22081;538;2;4;0;189
156;575;17442;26838;2552;2;14;0;153
75;701;8677;153;511;3;5;0;1
157;575;12188;24322;4478;2;36;1;199
52;595;11570;22081;468;2;4;0;190
155;252;3884;1163;2551;2;65;3;29
148;587;1812;7748;2545;6;140;8;427
157;575;1673;23;2553;6;152;9;1
156;571;8592;21265;2573;3;29;1;247
53;595;7627;27700;603;2;7;0;363
53;601;20010;32141;558;2;2;0;160
157;575;19615;24649;2638;3;13;0;125
157;575;19835;24649;2638;2;13;0;124
228;705;8343;1039;4789;6;57;2;12
62;607;17658;28054;498;6;2;0;158
52;595;9746;28192;515;2;5;0;289
122;446;2472;28324;1508;6;61;4;1145
78;596;6054;23378;4597;2;75;1;386
218;580;9948;29934;3873;2;38;2;300
146;445;14996;21309;2152;2;14;0;142
94;445;7481;34777;1480;6;19;1;464
53;595;15084;7093;516;2;3;0;47
73;595;13385;33382;576;1;4;0;249
157;575;18192;24649;4447;2;24;0;135
73;658;1323;28460;4593;3;347;5;2151
157;575;1651;23;2553;6;154;9;1
100;152;878;29240;1486;6;169;11;3330
52;595;15781;1;515;2;3;0;0
234;631;762;32708;3616;6;474;30;4292
105;376;18665;27796;1613;6;8;0;148
218;580;9937;29934;3873;2;38;2;301
99;445;10687;6400;1607;2;15;0;59
157;576;16973;28973;2585;2;15;0;170
53;595;4740;28192;866;3;18;1;594
62;607;2658;28054;525;6;19;2;1055
53;607;4233;29795;558;3;13;1;703
156;571;18449;21265;4446;3;24;0;115
52;596;15030;23378;515;2;3;0;155
157;575;13699;24322;2553;2;18;1;177
156;575;1696;24566;2552;6;150;9;1448
62;607;5785;28054;525;6;9;1;484
52;595;18003;885;488;6;2;0;4
156;575;15185;26838;2464;2;16;1;176
100;152;15382;31696;1486;2;9;0;206
53;730;17027;203;516;2;3;0;1
156;571;6765;21265;2552;2;37;2;314
75;571;11894;30743;538;2;4;0;258
155;252;17329;12406;4476;2;25;0;71
100;155;18670;874;1486;3;7;0;4
52;595;9768;28192;515;2;5;0;288
73;658;1521;28460;4593;3;301;4;1871
54;601;6757;32141;517;2;7;0;475
155;252;13613;1163;2572;3;18;1;8
100;813;5439;27278;1486;6;27;1;501
52;807;17517;29663;515;6;2;0;169
93;422;9491;25721;1601;2;16;0;271
157;571;13056;14450;4478;2;34;1;110
231;581;2126;33799;3885;6;182;10;1589
53;595;12678;18709;4573;2;36;0;147
99;212;17756;16122;1485;6;8;0;90
62;607;14534;28054;498;6;3;0;193
53;637;14596;15957;516;6;3;0;109
102;717;2806;30721;1488;6;53;3;1094
66;630;19700;26399;529;2;2;0;134
53;595;275;18709;4573;6;1662;19;6803
190;701;5812;25456;3177;6;54;3;437
157;575;8174;24322;2659;3;32;1;297
100;389;4282;32646;1486;6;34;2;762
124;415;16869;33846;1958;6;11;0;200
62;607;3506;34260;452;6;12;1;977
157;571;4683;14450;2553;2;54;3;308
153;255;7658;34737;2655;3;34;1;453
52;595;4378;1;515;2;11;1;0
157;571;4901;30743;2553;2;52;3;627
157;575;2622;24649;2585;6;98;5;940
52;607;4894;28054;4572;6;93;1;573
75;595;17522;28042;886;2;5;0;160
53;607;10932;33745;558;7;5;0;308
235;422;479;25721;3390;8;707;49;5369
100;419;3379;3619;2254;6;66;2;107
62;595;10974;7081;4640;2;42;0;64
155;252;12114;1163;4476;2;36;1;9
53;607;12720;23699;516;2;4;0;186
52;595;8934;28192;602;3;6;0;315
155;252;13877;1163;2551;3;18;1;8
73;595;111;1;536;6;482;65;0
157;575;10779;26838;2553;2;23;1;248
52;595;5836;28042;515;3;8;0;480
221;419;12216;25639;3345;6;27;1;209
52;595;3394;24611;4572;2;134;1;725
75;595;10135;27700;538;2;5;0;273
148;516;13951;33939;4439;1;31;1;243
234;626;5873;22914;3277;6;55;3;390
217;587;19096;2310;3600;2;18;1;12
52;595;4541;28042;865;2;19;1;617
155;252;6096;1163;2551;2;41;2;19
52;624;264;32765;515;6;195;19;12410
228;516;19780;9622;3882;6;19;1;48
100;156;5680;16682;1486;6;26;1;293
193;743;17479;29735;3199;2;18;1;170
129;301;18809;26847;2136;6;11;0;142
53;595;19645;27739;4832;1;24;0;141
155;252;13844;1163;2551;3;18;1;8
136;387;3942;28376;4924;6;124;3;719
236;629;13412;18604;2757;6;20;1;138
93;445;16359;24390;1479;6;9;0;149
155;252;1080;33491;2551;6;236;14;3101
102;624;12699;23964;1488;6;11;0;188
157;571;9931;14450;2553;2;25;1;145
56;621;10487;30020;642;6;6;0;286
218;571;7216;30743;3668;2;50;3;426
52;595;2008;29762;4572;6;227;2;1482
166;683;18850;2354;4153;2;22;0;12
62;595;2884;22081;4640;6;160;2;765
157;575;2237;26838;4489;6;200;7;1199
228;614;6185;28333;3882;6;62;3;458
155;252;5610;1163;4476;2;79;2;20
124;396;7733;33531;1510;6;19;1;433
157;575;1360;24566;4447;3;326;11;1806
53;595;3974;18709;4573;2;115;1;470
208;814;14718;10903;3293;6;22;1;74
52;595;9592;28192;515;2;5;0;293
196;753;1142;3443;3852;6;337;17;301
54;473;4396;29276;604;6;13;1;665
157;575;10407;24322;2553;2;24;1;233
100;575;17131;26838;2293;2;13;0;156
228;705;15911;23221;3882;6;24;1;145
155;252;15615;1163;2473;1;15;0;7
157;533;11618;22205;4478;2;38;1;191
52;611;7546;15444;4632;2;61;0;204
75;595;10098;33382;538;3;5;0;330
100;387;9346;28511;1364;6;14;1;305
218;575;10308;26838;3263;2;31;2;260
203;516;19473;9622;3963;2;20;1;49
236;627;11057;32723;4006;1;36;2;295
153;255;14106;34737;2549;2;18;1;246
75;595;6901;28192;4594;2;66;1;408
52;595;7949;28042;515;3;6;0;352
155;252;3497;1163;4476;2;127;4;33
53;595;11088;7093;558;3;5;0;63
75;373;13470;29672;538;6;3;0;220
52;595;15173;28192;515;2;3;0;185
93;445;19251;21309;1601;2;8;0;110
93;489;14691;31018;1479;2;10;0;211
153;255;6015;34737;4474;2;74;2;577
54;595;4479;18709;559;2;12;1;417
95;420;15028;34697;1481;6;9;0;230
87;813;16933;2660;4878;6;28;0;15
117;442;3952;16609;1564;6;39;2;420
102;172;9113;30783;1488;3;16;1;337
100;626;15972;31966;2398;2;15;0;200
75;595;16058;27472;538;2;3;0;171
75;832;12852;26333;1128;6;8;0;204
75;596;6863;23378;4119;2;60;1;340
93;170;11705;27650;1479;2;12;0;236
54;607;13042;34260;4574;6;35;0;262
52;634;9628;29598;4632;2;48;0;307
62;595;11528;22081;875;2;7;0;191
52;595;6050;28192;557;3;9;0;465
62;472;319;28193;525;6;164;19;8837
136;571;4646;14450;1522;2;32;2;311
157;575;8316;24322;2553;2;30;1;292
95;624;9774;23964;1481;2;15;0;245
89;422;11189;25721;1597;2;14;0;229
53;637;13039;25494;4573;2;35;0;195
153;255;11147;34737;2549;2;22;1;311
95;446;9039;25462;1481;6;16;1;281
148;614;17247;4022;4481;2;25;0;23
93;624;14314;23964;1479;6;10;0;167
93;170;6535;30719;1601;6;24;1;470
100;420;13661;21280;1486;2;10;0;155
100;156;6471;16682;1364;6;21;1;257
94;445;14605;4103;1480;6;10;0;28
155;252;7254;1163;2657;3;36;2;16
53;422;14345;18675;516;6;3;0;130
100;445;17189;21309;1608;2;9;0;123
139;489;6407;31018;1525;2;23;2;484
153;255;4465;34737;2511;2;56;3;777
155;252;17454;24584;2583;2;14;0;140
102;451;12760;3241;1610;6;12;0;25
62;607;7511;28054;4582;3;61;0;373
234;445;14422;34049;3576;6;24;1;236
128;299;32;31680;2266;6;7081;400;99000
52;595;10452;29834;515;3;4;0;285
56;299;10699;8369;869;2;8;0;78
122;445;17850;21309;1630;2;9;0;119
157;571;11690;30743;2553;2;21;1;262
156;571;10074;21265;4446;3;44;1;211
52;596;18050;23378;4105;2;22;0;129
53;607;760;2128;516;6;67;6;280
97;449;16910;30170;4888;6;28;0;178
62;607;7148;4288;4582;3;64;0;59
62;607;5376;28054;4582;6;85;1;521
62;575;1664;24566;4582;6;275;3;1476
52;595;13466;28192;515;6;3;0;209
100;419;2030;25272;1608;6;79;4;1244
157;575;9139;24322;4447;2;48;1;266
157;575;10985;24649;2465;2;22;1;224
93;614;170;29680;1479;1;870;54;17458
55;626;5547;28150;491;6;8;0;507
93;601;13583;32141;2391;6;17;0;236
157;575;16338;26838;2553;2;15;0;164
75;571;11784;30743;538;2;4;0;260
101;422;17400;25721;1827;2;10;0;147
91;445;19141;21309;1982;2;10;0;111
52;595;13925;28042;515;2;3;0;201
100;156;16266;16682;1364;2;8;0;102
65;545;168;1897;689;8;410;38;1129
235;607;10654;4288;3617;6;33;2;40
53;595;575;33382;4507;3;783;9;5805
100;155;12494;5300;1486;6;11;0;42
231;575;879;24322;3613;6;411;26;2767
52;596;3383;23378;4572;2;135;1;691
52;596;7172;23378;515;2;7;0;325
228;705;5977;1039;4789;6;80;3;17
236;631;8448;17954;4352;3;51;2;212
75;581;6235;32491;4594;6;73;1;521
95;422;14468;25721;1481;6;10;0;177
196;658;10650;2031;3581;3;33;1;19
100;388;15216;13136;1486;2;9;0;86
155;252;15759;1163;2551;2;16;0;7
155;252;3096;1163;4043;1;130;5;37
52;634;1507;29598;515;6;34;3;1964
95;420;2322;3619;1481;6;63;4;155
75;595;9797;27472;538;2;5;0;280
226;575;10440;24322;3608;2;34;2;232
161;631;8916;16161;4387;3;49;1;181
95;717;5319;30721;1481;6;27;1;577
157;575;15094;26838;2533;2;16;1;177
53;601;8595;32141;4573;3;53;0;373
102;422;15851;25721;1488;1;9;0;162
91;170;1887;32261;1355;6;71;4;1709
54;420;16698;21280;604;2;3;0;127
53;607;176;25755;516;6;293;30;14633
198;516;929;32732;4762;6;512;21;3523
53;594;4913;1;516;6;10;1;0
100;445;17178;21309;1608;2;9;0;124
157;573;2221;25364;2553;6;114;7;1142
124;377;14977;31510;1510;6;10;0;210
157;575;14288;24649;2455;2;17;1;172
62;595;8633;28192;611;3;7;0;326
52;581;2626;32491;1091;6;41;1;1237
92;624;4869;23964;1818;6;37;1;492
52;595;6212;7081;4632;2;74;0;113
93;445;19163;21309;1601;2;8;0;111
73;723;9391;26139;620;2;6;0;278
153;255;7766;34737;2451;3;31;1;447
4;587;469;7748;46;6;9;0;1652
53;581;2958;32491;516;6;17;1;1098
100;422;13812;25721;1608;2;11;0;186
52;595;4694;28192;4572;3;97;1;600
52;595;8973;22081;4572;2;50;0;246
53;595;8857;27739;4573;3;51;0;313
87;153;1061;27788;1473;6;138;8;2619
155;252;14372;1163;2551;2;17;1;8
157;575;8556;24322;4478;2;52;1;284
100;420;13727;21280;1486;2;10;0;155
52;614;10003;29585;515;6;5;0;295
95;153;11939;2282;1481;2;12;0;19
240;422;12219;21309;2093;3;17;1;174
155;252;10929;1163;2551;2;23;1;10
89;77;4556;1423;1706;2;37;1;31
75;595;10472;1;511;2;4;0;0
228;516;2552;22121;3916;6;153;8;866
231;575;901;24322;3613;6;400;25;2699
157;575;16063;26838;2553;1;15;0;167
101;419;19763;25639;1487;1;7;0;129
53;595;6151;27739;4573;3;74;0;450
147;587;4302;7748;4469;6;103;3;180
95;172;2114;1831;1481;6;70;4;86
100;489;14193;31018;1608;2;11;0;218
9;419;2437;33980;73;8;2;0;1394
95;172;18589;1831;1481;6;7;0;9
240;445;2135;21309;1534;6;71;11;998
53;595;13356;7093;516;3;3;0;53
203;516;15582;30552;3586;1;23;1;196
111;472;17092;21501;1619;2;9;0;125
155;252;7175;1163;2473;3;34;2;16
157;571;19572;14450;2553;3;13;0;73
157;575;10328;24322;4489;2;43;1;235
155;252;836;33491;4476;3;535;18;4006
100;153;8345;2282;1486;3;17;1;27
157;575;14938;24649;2553;2;17;1;165
236;631;8580;13471;2729;3;31;2;157
131;473;12798;34021;1639;2;12;1;265
52;596;19585;23378;515;2;2;0;119
75;575;1068;24322;511;6;47;7;2277
52;595;17260;27700;557;2;3;0;160
75;571;17853;14450;980;3;5;0;80
157;575;9258;26838;4447;2;48;1;289
157;575;8657;24322;2553;3;29;1;280
52;581;16552;32491;4530;2;27;0;196
54;595;15701;28042;517;1;3;0;178
157;575;1156;23;2553;6;220;13;1
52;595;12513;33866;515;6;4;0;270
155;252;3019;1163;4043;1;133;5;38
62;595;16127;28192;4640;1;28;0;174
153;255;9078;34737;2549;2;28;1;382
87;813;12926;27278;1473;6;11;0;211
53;637;14602;23171;516;6;3;0;158
62;730;15535;6614;821;6;5;0;42
52;634;9695;29598;488;1;5;0;305
240;422;14523;21309;1534;6;10;1;146
138;170;6110;30719;1524;6;24;2;502
156;575;12843;24322;2552;2;19;1;189
52;595;4845;28042;468;3;9;1;578
153;255;7667;34737;2451;6;31;1;453
53;422;4546;25721;516;2;11;1;565
89;472;6410;21501;2097;2;32;1;335
218;571;6698;30743;3601;2;53;3;458
95;814;12831;33374;1481;1;11;0;260
223;299;8177;6426;3567;3;43;2;78
52;596;4738;23378;4572;2;96;1;493
92;172;18018;1831;1478;3;8;0;10
75;573;9432;25364;4527;6;47;0;268
157;576;16612;28973;2638;2;15;0;174
100;489;9835;31018;1486;2;15;1;315
155;252;9619;1163;2551;2;26;1;12
153;255;9088;34737;2451;3;26;1;382
52;595;5797;7093;4572;3;78;0;122
157;595;11378;7093;4478;1;39;1;62
157;575;12662;26838;2553;2;20;1;211
78;626;14507;33858;514;2;3;0;233
155;252;3052;1163;4043;1;132;5;38
52;595;13729;33866;4105;3;29;0;246
153;255;9099;34737;2451;3;26;1;381
231;571;8259;14450;3274;1;39;2;174
157;575;9421;24649;4447;2;47;1;261
95;445;5721;24390;1481;6;25;1;426
62;595;18136;27700;525;2;2;0;152
53;596;13765;23378;924;3;6;0;169
157;575;17547;26838;2553;2;14;0;152
95;172;1542;1831;1481;6;96;6;118
88;315;17616;24409;1352;6;7;0;138
100;156;5372;16682;1486;6;27;1;310
52;595;9609;27700;515;3;5;0;288
75;595;8992;28192;4594;3;51;0;313
121;422;13224;25721;1905;6;14;0;194
155;252;7462;1163;2551;3;34;2;15
122;445;2885;30122;1508;6;52;4;1044
153;255;10068;34737;2492;6;24;1;345
62;595;8741;28192;4640;3;53;0;322
101;595;12809;33916;1609;6;12;0;264
95;624;10444;23964;1359;3;13;0;229
157;575;1189;23;2553;6;214;13;1
75;595;11216;22081;538;2;4;0;196
53;595;17158;27095;516;2;3;0;157
53;607;9008;23699;4551;2;50;0;263
153;255;4256;34737;2549;2;59;3;816
53;601;3864;32141;4573;2;118;1;831
155;252;3041;1163;4043;1;132;5;38
52;595;53;1;4598;6;8675;98;1
234;422;16769;25721;3237;2;19;1;153
207;516;6186;21426;4769;6;77;3;346
89;473;12036;4371;1353;1;11;0;36
62;595;1543;24611;4582;6;296;4;1595
218;580;9934;29934;3601;2;36;2;301
100;422;15605;25721;1486;2;9;0;164
218;580;9690;29934;3377;3;34;2;308
128;299;14867;24391;1853;2;12;0;164
52;596;6026;23378;4572;2;75;0;387
52;596;13373;23378;1091;2;8;0;174
131;473;1386;29276;1856;3;133;9;2112
139;533;14295;22205;1647;2;11;0;155
156;571;8701;21265;2454;2;28;1;244
155;252;3030;1163;4043;1;133;5;38
100;156;5405;16682;1486;2;27;1;308
95;624;9037;23964;1481;6;16;1;265
53;607;1645;34260;603;3;36;3;2082
53;595;8162;27700;4573;3;56;0;339
95;419;2749;25272;1481;6;53;3;919
157;571;13276;14450;4478;2;33;1;108
62;607;8041;28054;498;3;6;0;348
86;442;9901;19603;1472;6;14;0;197
66;595;5295;28024;502;6;9;1;529
207;801;17694;2424;3590;6;20;1;13
53;595;8223;24611;489;2;5;0;299
234;630;3425;33084;4794;6;139;6;965
157;571;18075;14450;2553;3;14;0;79
52;595;5279;1;4572;2;86;0;0
155;252;7682;1163;2551;3;33;2;15
53;607;6590;23699;516;2;7;0;359
157;575;10395;24322;2475;2;23;1;233
62;723;13533;741;4515;6;33;0;5
153;255;7536;34737;2549;3;33;2;460
228;705;19843;2981;3882;6;19;1;15
52;595;5290;1;4572;2;86;0;0
53;595;11404;24611;516;2;4;0;215
101;420;6460;21280;1487;2;23;1;329
155;596;16503;23378;2551;2;15;0;141
228;516;5595;21426;3916;6;69;4;382
193;740;14649;990;3646;6;24;1;6
231;571;5388;30743;3613;3;67;4;570
153;255;12697;34737;2549;2;20;1;273
53;595;8873;28192;516;3;5;0;317
89;367;8722;30227;1475;3;16;1;346
93;170;1624;30719;1479;6;91;5;1891
53;575;5457;26838;4573;2;83;0;491
53;634;5730;29598;4633;6;80;0;516
75;607;11110;4288;538;2;4;0;38
100;420;15246;21280;1486;2;9;0;139
95;156;16264;16682;1481;2;9;0;102
52;595;4892;28192;4572;3;93;1;576
105;552;13689;24364;2051;3;14;0;177
157;575;6618;24649;2553;2;38;2;372
155;252;14130;1163;2572;2;18;1;8
95;489;19478;25639;1986;2;10;0;131
54;637;18131;25494;490;3;2;0;140
53;595;3395;7093;516;2;15;1;208
92;170;3047;18102;1478;6;48;3;594
52;595;3869;24611;515;2;13;1;636
91;683;1036;33439;1540;6;148;8;3227
93;814;4606;10903;1479;2;32;2;236
94;458;14498;13136;1358;6;9;0;90
122;422;11;25721;1508;6;13709;1109;233827
75;595;7043;18709;4594;2;65;1;265
153;255;14755;34737;2549;2;17;1;235
100;156;5581;16682;1486;2;26;1;298
62;607;8813;23699;525;2;5;0;268
53;472;13199;21501;4573;6;34;0;162
62;595;10712;28192;525;2;4;0;263
157;575;15491;24322;4489;2;28;1;157
62;601;6201;23464;1097;6;17;0;378
52;596;1316;23378;515;6;39;3;1776
52;595;17787;28042;4632;3;26;0;157
157;575;17897;24649;2542;3;14;0;137
62;754;13544;204;525;6;3;0;1
52;596;6786;23378;4622;2;68;0;344
153;255;7492;34737;2549;3;34;2;463
157;575;4516;24649;2553;2;56;3;545
153;255;12730;34737;2549;2;20;1;272
101;420;11535;21280;1487;2;12;0;184
217;590;18472;2306;3495;2;18;1;12
95;489;18954;31018;1603;2;8;0;163
228;496;7190;1095;4789;3;66;3;15
99;212;8148;16122;1485;6;18;1;197
53;595;16357;18709;516;2;3;0;114
153;255;9109;34737;4474;2;49;1;381
62;595;7466;28192;4640;3;62;0;377
157;575;6352;24649;4489;2;70;2;388
157;575;7906;24649;2553;3;32;1;311
73;658;1444;28460;4593;3;318;5;1970
155;252;7637;1163;2453;3;32;2;15
147;733;5665;278;2650;6;46;2;4
53;595;13781;27095;516;1;3;0;196
155;252;9188;1163;4445;2;48;1;12
121;624;16312;7098;1629;2;9;0;43
147;587;759;7748;2544;6;335;19;1020
102;626;12686;30966;1610;6;12;0;244
157;571;6321;21265;2553;1;40;2;336
153;255;13666;34737;2570;3;18;1;254
128;299;17629;34772;1514;3;8;0;197
75;445;6907;6400;4594;2;66;1;92
155;252;3184;1163;4043;1;126;4;36
107;473;17813;34021;1615;6;9;0;190
157;575;16236;24649;2465;2;15;0;151
153;255;7954;34737;2451;3;30;1;436
52;595;6117;28024;557;6;9;0;458
75;265;18418;29618;511;6;2;0;160
157;152;1797;29918;2444;6;136;8;1664
62;446;7789;24052;611;3;7;0;308
155;252;12224;1163;4476;2;36;1;9
54;472;3359;21501;559;6;16;1;640
153;255;13908;34737;2549;2;18;1;249
155;252;3173;1163;4043;1;127;4;36
93;170;18497;30719;1479;3;7;0;166
95;153;12038;2282;1481;2;12;0;18
153;255;13688;34737;2570;3;18;1;253
97;614;12718;29680;1988;6;15;0;233
138;422;3271;25721;1863;2;56;4;786
53;595;3423;27739;558;2;16;1;810
75;595;10115;22081;538;6;5;0;218
100;155;20068;874;1486;2;7;0;4
73;607;16882;30883;536;2;3;0;182
157;575;571;24566;2638;6;461;27;4302
234;624;14421;23964;3576;6;24;1;166
153;255;13445;34737;2492;2;18;1;258
155;252;3162;1163;4043;1;127;4;36
52;595;17011;28192;515;1;3;0;165
93;821;17671;704;1601;6;9;0;3
157;575;7228;24322;2553;3;35;2;336
157;571;13443;14450;2553;2;18;1;107
52;595;5551;7081;4572;2;82;0;127
75;575;14707;26838;1109;2;7;0;182
156;575;1091;24566;2573;6;235;14;2251
223;299;19444;24149;3567;6;18;1;124
138;814;6109;2344;1524;6;24;2;38
156;571;18790;21265;4446;3;23;0;113
133;795;12817;7808;1641;6;12;1;60
52;595;10380;28042;515;2;4;0;270
156;571;18133;14450;4446;3;24;0;79
54;637;14292;25494;517;2;3;0;178
53;596;11997;23378;4573;2;38;0;194
62;595;7672;27700;567;3;7;0;361
155;252;3151;1163;4043;1;128;4;36
52;595;16930;7210;515;2;3;0;42
54;637;6849;25494;4574;2;66;0;372
125;455;15358;28434;1511;2;9;0;185
53;595;2296;28192;4087;6;178;2;1227
53;637;6686;25240;516;6;7;0;377
73;607;9956;2128;536;2;5;0;21
52;595;6589;28042;923;2;14;0;425
62;595;2255;27700;498;6;22;2;1228
128;196;19618;27695;1514;6;7;0;141
140;587;2186;2310;2329;6;106;6;105
155;252;9210;1163;4445;2;48;1;12
75;575;5862;26838;4594;3;78;1;457
157;533;6472;22205;2638;6;40;2;343
155;252;12590;1163;2626;2;20;1;9
157;575;18690;24649;2574;3;13;0;131
156;575;2147;24322;2658;6;123;7;1132
157;575;8702;24322;2638;3;30;1;279
157;575;1321;23;2553;3;193;11;1
155;252;3140;1163;4043;1;128;4;37
92;422;16281;25721;2390;2;14;0;157
75;595;7755;27700;4652;2;59;0;357
95;814;12974;33374;1481;6;11;0;257
157;575;11316;24649;2553;2;22;1;217
92;170;13164;30719;1769;6;13;0;233
155;252;15693;1163;2551;2;16;0;7
128;621;12310;26073;2266;6;18;1;211
157;575;17822;26838;2553;3;14;0;150
75;571;9791;30743;538;2;5;0;313
53;607;11029;11302;516;2;4;0;102
101;489;19221;31018;1827;2;9;0;161
62;595;15585;28042;525;2;3;0;179
88;313;102;28562;1474;6;1445;86;28001
155;252;4522;1163;2551;2;56;3;25
157;575;12970;26838;2553;2;19;1;206
100;420;5375;21280;1608;2;29;1;395
156;571;18526;21265;4477;3;24;0;114
228;705;12557;1039;4789;6;38;1;8
155;252;5183;1163;2551;2;49;2;22
68;415;16601;33846;531;1;3;0;203
53;595;5135;33382;558;2;10;1;650
52;626;4809;22894;515;6;10;1;476
53;595;9730;28192;4633;2;47;0;289
62;631;16018;30760;567;2;3;0;192
53;595;13625;27739;489;3;3;0;203
52;607;3099;28054;4572;6;147;1;905
95;419;2262;25639;1481;6;65;4;1133
155;252;3448;1163;4043;1;117;4;33
62;595;10873;27700;525;2;4;0;254
155;252;10082;1163;2572;3;25;1;11
148;516;13998;30552;4040;4;28;1;218
93;170;13685;27650;1357;3;9;0;202
155;252;3437;1163;4043;1;117;4;33
52;595;9500;22081;4632;2;48;0;232
155;252;10566;1163;2551;2;24;1;11
157;575;1968;24566;2553;6;129;7;1248
54;637;6296;31931;4574;2;72;0;507
153;255;7977;34737;2549;3;31;1;435
155;252;2729;33491;2551;6;93;5;1227
52;595;10386;33382;488;2;4;0;321
157;576;18304;28973;2553;2;13;0;158
155;252;3333;1163;2513;2;75;4;34
53;601;6288;32141;558;2;8;0;511
53;595;15785;18709;516;2;3;0;118
156;575;261;24322;4446;3;1703;59;9318
226;571;5448;30743;3608;3;66;4;564
155;252;15396;1163;2551;2;16;1;7
92;419;17882;3619;1478;6;8;0;20
157;575;9634;26838;2553;2;26;1;278
78;596;13053;23378;4597;2;35;0;179
157;575;15597;24649;4495;2;28;1;158
148;516;14059;9622;4481;6;31;1;68
92;170;11455;27650;1478;2;12;0;241
52;595;13247;1;4572;2;34;0;0
157;575;15393;26838;2659;2;17;1;174
153;255;19967;34737;4033;2;20;0;173
53;595;11539;7093;489;6;4;0;61
156;571;7723;21265;2573;3;33;2;275
155;252;18862;1163;4465;3;23;0;6
156;571;10129;21265;4488;3;44;1;209
100;156;9896;16682;1486;2;15;1;168
52;595;11003;1;515;1;4;0;0
75;595;11004;27700;538;1;4;0;251
201;516;19371;22121;2436;2;12;1;114
156;575;298;24566;2552;6;856;52;8243
73;658;2027;28460;4593;3;226;3;1404
157;571;6224;14450;2553;6;41;2;232
156;575;16595;26838;2552;2;15;0;161
196;723;12740;31466;3512;6;27;1;246
53;581;18343;32491;516;1;2;0;177
53;595;10427;7093;516;2;4;0;68
157;575;7772;24649;4478;3;57;2;317
75;651;6298;1453;538;6;8;1;23
122;445;14914;24390;1508;6;10;0;163
155;252;19215;12173;2551;2;13;0;63
205;667;4488;32941;3588;6;79;4;733
93;170;7865;18102;1479;6;18;1;230
153;255;7283;34737;2549;3;34;2;476
53;637;11134;25494;4573;2;41;0;228
53;595;1850;24611;4573;3;247;2;1330
101;489;19119;31018;2399;2;12;0;162
156;575;19226;24322;2594;2;13;0;126
155;252;3525;1163;4043;1;114;4;32
93;453;15648;4475;1479;2;9;0;28
100;723;19366;741;1608;6;8;0;3
157;571;8203;14450;4478;2;54;1;176
140;683;14163;3690;1648;6;11;0;26
52;596;5411;23378;515;6;9;0;432
228;705;12560;26279;4789;6;38;1;209
53;595;9335;7093;4507;2;48;0;75
53;595;7708;24611;516;2;6;0;319
75;575;1388;24322;511;6;36;5;1752
101;152;18312;29836;1487;6;8;0;162
52;595;9423;22081;4632;2;49;0;234
91;174;14522;26510;1477;6;10;0;182
157;575;1935;24566;2553;6;131;8;1269
128;196;12308;6647;1742;6;14;1;54
82;265;14276;29618;1341;6;9;0;207
155;252;5181;1163;4476;2;86;2;22
155;252;3514;1163;4043;1;115;4;33
53;595;13077;18709;516;2;3;0;143
153;255;7437;34737;2549;3;34;2;467
100;444;6252;3760;1717;6;27;1;60
93;445;15280;4103;1479;2;9;0;26
53;595;14226;24611;848;6;5;0;173
140;683;16680;18649;1526;1;9;0;111
52;596;12130;23378;4309;2;35;0;192
73;595;16290;24611;942;2;5;0;151
153;255;1607;33551;2451;6;152;9;2087
93;445;443;21309;1601;6;361;20;4810
146;624;3477;7098;2432;6;69;4;204
155;252;15330;1163;2551;2;16;1;7
228;705;10676;1039;3882;2;36;2;9
153;255;7480;34737;2451;3;32;2;464
52;496;6006;1095;515;6;8;0;18
153;255;10751;34737;2549;2;23;1;323
52;575;9964;24322;515;2;5;0;244
157;571;5923;30743;4478;3;75;2;519
53;595;13807;7093;516;3;3;0;51
153;255;7459;34737;2549;3;34;2;465
157;575;12825;26838;4478;2;34;1;209
53;595;15952;28024;516;2;3;0;175
93;626;2746;30966;1479;6;53;3;1127
62;595;695;24611;4582;3;659;8;3541
53;730;20012;8049;558;3;2;0;40
155;252;15352;1163;2551;1;16;1;7
54;422;16906;18675;517;6;3;0;110
53;595;14828;28190;516;1;3;0;190
100;152;16681;31696;1486;2;8;0;190
157;575;5815;24649;2553;2;43;2;423
153;255;890;33551;4474;6;502;17;3769
52;584;1373;34420;4309;6;313;3;2506
62;575;26;24566;4582;6;17623;238;94484
201;516;16217;9622;2468;2;15;1;59
52;595;5002;28192;4572;3;91;1;563
